"TicketNumber","Summary","Status","Priority","ReportedBy","AssignedTo","ClosedAt","CreatedAt"
"TKT-2486","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2019-08-07T07:57:21Z","2025-12-25T22:12:21Z"
"TKT-2487","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-12-25T23:57:21Z"
"TKT-2488","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-12-26T01:42:21Z"
"TKT-2489","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-26T03:27:21Z"
"TKT-2490","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2019-08-11T11:57:21Z","2025-12-26T05:12:21Z"
"TKT-2491","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-12-26T06:57:21Z"
"TKT-2492","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2025-12-26T08:42:21Z"
"TKT-2493","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2025-12-26T10:27:21Z"
"TKT-2494","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2019-08-15T15:57:21Z","2025-12-26T12:12:21Z"
"TKT-2495","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2025-12-26T13:57:21Z"
"TKT-2496","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-12-26T15:42:21Z"
"TKT-2497","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-26T17:27:21Z"
"TKT-2498","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2019-08-19T19:57:21Z","2025-12-26T19:12:21Z"
"TKT-2499","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2025-12-26T20:57:21Z"
"TKT-2500","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-12-26T22:42:21Z"
"TKT-2501","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-27T00:27:21Z"
"TKT-2502","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2019-08-22T23:57:21Z","2025-12-27T02:12:21Z"
"TKT-2503","Login page crashes on Firefox","Open","Critical","Administrator","","","2025-12-27T03:57:21Z"
"TKT-2504","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-12-27T05:42:21Z"
"TKT-2505","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-27T07:27:21Z"
"TKT-2506","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2019-08-27T03:57:21Z","2025-12-27T09:12:21Z"
"TKT-2507","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-12-27T10:57:21Z"
"TKT-2508","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-12-27T12:42:21Z"
"TKT-2509","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-27T14:27:21Z"
"TKT-2510","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2019-08-31T07:57:21Z","2025-12-27T16:12:21Z"
"TKT-2511","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-12-27T17:57:21Z"
"TKT-2512","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2025-12-27T19:42:21Z"
"TKT-2513","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2025-12-27T21:27:21Z"
"TKT-2514","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2019-09-04T11:57:21Z","2025-12-27T23:12:21Z"
"TKT-2515","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2025-12-28T00:57:21Z"
"TKT-2516","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-12-28T02:42:21Z"
"TKT-2517","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-28T04:27:21Z"
"TKT-2518","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2019-09-08T15:57:21Z","2025-12-28T06:12:21Z"
"TKT-2519","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2025-12-28T07:57:21Z"
"TKT-2520","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-12-28T09:42:21Z"
"TKT-2521","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-28T11:27:21Z"
"TKT-2522","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2019-09-12T19:57:21Z","2025-12-28T13:12:21Z"
"TKT-2523","Login page crashes on iOS 17","Open","Critical","Administrator","","","2025-12-28T14:57:21Z"
"TKT-2524","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-12-28T16:42:21Z"
"TKT-2525","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-28T18:27:21Z"
"TKT-2526","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2019-09-15T23:57:21Z","2025-12-28T20:12:21Z"
"TKT-2527","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-12-28T21:57:21Z"
"TKT-2528","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-12-28T23:42:21Z"
"TKT-2529","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-29T01:27:21Z"
"TKT-2530","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2019-09-20T03:57:21Z","2025-12-29T03:12:21Z"
"TKT-2531","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-12-29T04:57:21Z"
"TKT-2532","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2025-12-29T06:42:21Z"
"TKT-2533","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2025-12-29T08:27:21Z"
"TKT-2534","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2019-09-24T07:57:21Z","2025-12-29T10:12:21Z"
"TKT-2535","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2025-12-29T11:57:21Z"
"TKT-2536","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-12-29T13:42:21Z"
"TKT-2537","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-29T15:27:21Z"
"TKT-2538","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2019-09-28T11:57:21Z","2025-12-29T17:12:21Z"
"TKT-2539","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2025-12-29T18:57:21Z"
"TKT-2540","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-12-29T20:42:21Z"
"TKT-2541","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-29T22:27:21Z"
"TKT-2542","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2019-10-02T15:57:21Z","2025-12-30T00:12:21Z"
"TKT-2543","Login page crashes on Firefox","Open","Critical","Administrator","","","2025-12-30T01:57:21Z"
"TKT-2544","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-12-30T03:42:21Z"
"TKT-2545","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-30T05:27:21Z"
"TKT-2546","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2019-10-06T19:57:21Z","2025-12-30T07:12:21Z"
"TKT-2547","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-12-30T08:57:21Z"
"TKT-2548","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-12-30T10:42:21Z"
"TKT-2549","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-30T12:27:21Z"
"TKT-2550","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2019-10-09T23:57:21Z","2025-12-30T14:12:21Z"
"TKT-2551","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-12-30T15:57:21Z"
"TKT-2552","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2025-12-30T17:42:21Z"
"TKT-2553","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2025-12-30T19:27:21Z"
"TKT-2554","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2019-10-14T03:57:21Z","2025-12-30T21:12:21Z"
"TKT-2555","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2025-12-30T22:57:21Z"
"TKT-2556","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-12-31T00:42:21Z"
"TKT-2557","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-31T02:27:21Z"
"TKT-2558","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2019-10-18T07:57:21Z","2025-12-31T04:12:21Z"
"TKT-2559","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2025-12-31T05:57:21Z"
"TKT-2560","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-12-31T07:42:21Z"
"TKT-2561","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-31T09:27:21Z"
"TKT-2562","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2019-10-22T11:57:21Z","2025-12-31T11:12:21Z"
"TKT-2563","Login page crashes on iOS 17","Open","Critical","Administrator","","","2025-12-31T12:57:21Z"
"TKT-2564","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-12-31T14:42:21Z"
"TKT-2565","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-31T16:27:21Z"
"TKT-2566","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2019-10-26T15:57:21Z","2025-12-31T18:12:21Z"
"TKT-2567","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-12-31T19:57:21Z"
"TKT-2568","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-12-31T21:42:21Z"
"TKT-2569","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-12-31T23:27:21Z"
"TKT-2570","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2019-10-30T19:57:21Z","2026-01-01T01:12:21Z"
"TKT-2571","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-01-01T02:57:21Z"
"TKT-2572","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-01-01T04:42:21Z"
"TKT-2573","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-01-01T06:27:21Z"
"TKT-2574","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2019-11-02T23:57:21Z","2026-01-01T08:12:21Z"
"TKT-2575","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-01-01T09:57:21Z"
"TKT-2576","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-01-01T11:42:21Z"
"TKT-2577","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-01-01T13:27:21Z"
"TKT-2578","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2019-11-07T03:57:21Z","2026-01-01T15:12:21Z"
"TKT-2579","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-01-01T16:57:21Z"
"TKT-2580","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-01-01T18:42:21Z"
"TKT-2581","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-01-01T20:27:21Z"
"TKT-2582","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2019-11-11T07:57:21Z","2026-01-01T22:12:21Z"
"TKT-2583","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-01-01T23:57:21Z"
"TKT-2584","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-01-02T01:42:21Z"
"TKT-2585","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-01-02T03:27:21Z"
"TKT-2586","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2019-11-15T11:57:21Z","2026-01-02T05:12:21Z"
"TKT-2587","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-01-02T06:57:21Z"
"TKT-2588","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-01-02T08:42:21Z"
"TKT-2589","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2026-01-02T10:27:21Z"
"TKT-2590","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2019-11-19T15:57:21Z","2026-01-02T12:12:21Z"
"TKT-2591","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-01-02T13:57:21Z"
"TKT-2592","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2026-01-02T15:42:21Z"
"TKT-2593","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2026-01-02T17:27:21Z"
"TKT-2594","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2019-11-23T19:57:21Z","2026-01-02T19:12:21Z"
"TKT-2595","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2026-01-02T20:57:21Z"
"TKT-2596","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-01-02T22:42:21Z"
"TKT-2597","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-01-03T00:27:21Z"
"TKT-2598","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2019-11-26T23:57:21Z","2026-01-03T02:12:21Z"
"TKT-2599","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-01-03T03:57:21Z"
"TKT-2600","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-01-03T05:42:21Z"
"TKT-2601","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-01-03T07:27:21Z"
"TKT-2602","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2019-12-01T03:57:21Z","2026-01-03T09:12:21Z"
"TKT-2603","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-01-03T10:57:21Z"
"TKT-2604","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-01-03T12:42:21Z"
"TKT-2605","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-01-03T14:27:21Z"
"TKT-2606","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2019-12-05T07:57:21Z","2026-01-03T16:12:21Z"
"TKT-2607","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-01-03T17:57:21Z"
"TKT-2608","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-01-03T19:42:21Z"
"TKT-2609","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-01-03T21:27:21Z"
"TKT-2610","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2019-12-09T11:57:21Z","2026-01-03T23:12:21Z"
"TKT-2611","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-01-04T00:57:21Z"
